ISBN,Subject
9780140449334,Description and travel
9780140449334,Descriptions et voyages
9780140449334,Ancient Philosophy
9780140449334,Merchant mariners
9780140449334,Missions and charities
9780140449334,Charities
9780140449334,"New York. Mariners&#x27;&#x27; family asylum, port of New York. [from old catalog]"
9780140449334,J©ơngere Stoa
9780140449334,Stoa
9780140449334,Ju ngere Stoa
9780140449198,"Epic poetry, Assyro-Babylonian"
9780140449198,Translations into English
9780140449198,Gilgamesh
9780140447910,Translations into English
9780140447910,Spiritual life
9780140449471,Italian literature
9780140449471,Translations into English
9780140449471,Translations into Ukrainian
9780140449471,Italian poetry
9780140449471,Poetry (poetic works by one author)
9780140449471,"Dante alighieri, 1265-1321"
9780140449471,"Poetry, history and criticism"
9780140449471,"Italian poetry, translations into english"
9780140449471,Continental european fiction (fictional works by one author)
9780140449471,Love
9780140449471,Grief
9780140449471,"Literature, history and criticism"
9780140449471,Poètes italiens
9780140449471,Biographies
9780140449471,Poetry
9780140449471,Courtly love
9780140449471,French poetry
9780140449471,13th century
9780140449471,French poetry--13th century
9780140449471,Pq4315.58 .r4
9780140449471,851/.1
9780140449471,Italian poetry--to 1400
9780140449471,Pq4315.58 .c47 1995
9780140449471,"Criticism and interpretationdante alighieri , 1265-1321"
9780140449471,Pq4310 .v2 1999
9780140449471,851
9780140449471,Italian language materials
9780140449471,Criticism and interpretation
9780140449471,Romance literature
9780140449181,Hinduism
9780140449181,Sacred books
9780140449181,Translations into English
9780140449181,Sanskrit literature
9780140449181,"Hinduism, doctrines"
9780140449402,"Tales, arab countries"
9780140449440,Fiction
9780140449440,Murder
9780140449440,Adultery
9780140449440,Social life and customs
9780140449440,French literature
9780140449440,History and criticism
9780140449440,French drama
9780140449440,Play
9780140449440,Translations into English
9780140449440,Plays
9780140449440,Man-woman relationships
9780140449440,Middle-aged women
9780140449440,Young men
9780140449440,Écrivains
9780140449440,Biographies
9780140449440,French fiction
9780140449440,Manners and customs
9780140449440,"Thérèse Raquin (Zola, Émile)"
9780140449440,Continental european fiction (fictional works by one author)
9780140449440,"Paris (france), fiction"
9780140449440,"Fiction, general"
9780140449440,Literature
9780140449440,Long Now Manual for Civilization
9780140449327,Poetry
9780140449327,Aeneas (Legendary character)
9780140449327,Latin Epic poetry
9780140449327,Translations into English
9780140449327,Legends
9780140449327,Translations into Italian
9780140449327,Translations into French
9780140449327,Readers
9780140449327,Latin language
9780140449327,Translations into German
9780140449327,Translations into Spanish
9780140449327,Translations into Scots
9780140449327,Translations into Hebrew
9780140449327,Dido (Legendary character)
9780140449327,"Examinations, questions"
9780140449327,Illustrations
9780140449327,Phaedra (Greek mythology)
9780140449327,"Problems, exercises"
9780140449327,Aeneas (Legendary character) in literature
9780140449327,Trojan War
9780140449327,Translations into Hungarian
9780140449327,Drama
9780140449327,Rome
9780140449327,Greek literature
9780140449327,Concordances
9780140449327,Italian Dialect poetry
9780140449327,History
9780140449327,Translations into Russian
9780140449327,Turnus (Legendary character)
9780140449327,Translations into Polish
9780140449327,Translations into Arabic
9780140449327,Translations into Slovak
9780140449327,Poetry (poetic works by one author)
9780140449327,Epic poetry
9780140449327,Early works to 1800
9780140449327,Latin Love poetry
9780140449327,Virgil
9780140449327,"Latin poetry, translations into english"
9780140449327,Aeneas
9780140449327,"Epic poetry, latin--translations into english"
9780140449327,Legends--rome
9780140449327,"Epic poetry, latin"
9780140449327,Legends--rome--poetry
9780140449327,Pa6807.a5 k54 1956
9780140449327,Pa6807.a5 w47 2003
9780140449327,873/.01
9780140449327,Aeneas (legendary character)--poetry
9780140449327,Pa6807.a5 m23 2007
9780140449327,Latin poetry
9780140449327,Pa6803.b29 h37 1994
9780140449327,Ancient roman poetry
9780140449327,Pa6807.a5 m23 2004
9780140449327,Pa6807.a5 f25 2006
9780140449327,Open_syllabus_project
9780140449327,Open library staff picks
9780140449327,Fiction
9780140449327,"Poetry &amp; poets: classical, early &amp; medieval"
9780140449327,"Works by individual poets: classical, early &amp; medieval"
9780140449327,Reference
9780140449327,Literature - classics / criticism
9780140449327,Latin
9780140449327,Plays / drama
9780140449327,"Ancient, classical &amp; medieval"
9780140449327,General
9780140449327,Bub_upload
9780140449327,Légendes
9780140449327,Poésie épique latine
9780140449327,Enée (personnage légendaire)
9780140449327,Traductions anglaises
9780140449327,Poésie
9780140449327,Continental european fiction (fictional works by one author)
9780140449327,In literature
9780140449327,Pa6825 .j67 1994
9780140449327,"Latin language, readers"
9780140449327,Love poetry
9780140449327,Art
9780140449327,Long now manual for civilization
9780140449181,Hinduism
9780140449181,Sacred books
9780140449181,Translations into English
9780140449181,Sanskrit literature
9780140449181,"Hinduism, doctrines"
9780141439723,Fiction
9780141439723,Guardian and ward
9780141439723,Young women
9780141439723,Illegitimate children
9780141439723,Inheritance and succession
9780141439723,Social problems
9780141439723,Translations into French
9780141439723,Social life and customs
9780141439723,Social conditions
9780141439723,English Christmas stories
9780141439723,Classic Literature
9780141439723,Literature
9780141439723,open_syllabus_project
9780141439723,Young women -- Fiction
9780141439723,Domestic fiction
9780141439723,British and irish fiction (fictional works by one author)
9780141439723,"England, fiction"
9780141439723,"London (england), fiction"
9780141439723,"Fiction, historical"
9780141439723,English literature
9780141439723,Manners and customs
9780141439723,Classics
9780141439723,LITERARY CRITICISM
9780141439723,European
9780141439723,"English, Irish, Scottish, Welsh"
9780141439723,"Fiction, historical, general"
9780141439723,Enfants naturels
9780141439723,"Romans, nouvelles"
9780141439723,Tutelle et curatelle
9780141439723,Jeunes femmes
9780141439723,"Bleak House (Dickens, Charles)"
9780141439723,Successions et héritages
9780141439723,"Fiction, general"
9780141439723,"Young women, fiction"
9780141439723,"Fiction, family life, general"
9780141439723,"Fiction, legal"
9780141439723,"Fiction, coming of age"
9780141439723,"Fiction, family life"
9780141439723,London (England) -- Fiction
9780141439723,Inheritance and succession -- Fiction
9780141439723,Bildungsromans
9780141439723,Guardian and ward -- Fiction
9780141439723,Illegitimate children -- Fiction
9780141439723,Legal stories
9780141439723,Chang pian xiao shuo
9780141439723,Novela inglesa
9780141439723,Pr4556.a2 i54 2011
9780141439723,823/.8
9780141439723,Long now manual for civilization
9780141439723,History
9780142437339,fiction classics
9780142437339,literary criticism
9780142437339,historical fiction
9780142437339,witchcraft trials
9780142437339,trials
9780142437339,Historical drama
9780142437339,Trials (Witchcraft)
9780142437339,Witchcraft
9780142437339,Open Library Staff Picks
9780142437339,Drama
9780142437339,martyrs
9780142437339,alcoholism
9780142437339,pressing
9780142437339,poppets
9780142437339,baptism
9780142437339,Ten Commandments
9780142437339,voodoo dolls
9780142437339,contempt of court
9780142437339,Cold War
9780142437339,Satanism
9780142437339,communism
9780142437339,post-World War II society
9780142437339,slavery in the United States
9780142437339,King Philip&#x27;&#x27;s War
9780142437339,Puritains
9780142437339,theocracy
9780142437339,Native Americans
9780142437339,Salem witch trials
9780142437339,Witchcraft in literature
9780142437339,Trials (Witchcraft) in literature
9780142437339,Classic Literature
9780142437339,Fiction
9780142437339,Literature
9780142437339,Long Now Manual for Civilization
9780142437339,Trials (Witchcraft) -- Drama
9780142437339,History
9780142437339,Massachusetts Salem
9780142437339,Witch hunting
9780142437339,Reading Level-Grade 11
9780142437339,Reading Level-Grade 12
9780142437339,American drama (dramatic works by one author)
9780142437339,American fiction (fictional works by one author)
9780142437339,"Miller, arthur, 1915-2005"
9780142437339,"Operas, librettos"
9780142437339,In literature
9780142437339,American Historical drama
9780142437339,History and criticism
9780142437339,Plays
9780142437339,Witches
9780142437339,American literature
9780142437339,Procès (Sorcellerie)
9780142437339,Théâtre
9780142437339,Histoire
9780142437339,American drama
9780142437339,Witchcraft--drama
9780142437339,Witchcraft--massachusetts--salem--drama
9780142437339,Trials (witchcraft)--drama
9780142437339,History--drama
9780142437339,Ps3525.i5156 c7 1995
9780142437339,812/.52
9780142437339,Biography
9780142437339,Antiquities
9780142437339,Bible
9780140449303,"Fiction, historical, general"
9780140449303,"Europe, fiction"
9780140449303,Fiction
9780140449303,Plague
9780140449303,Storytelling
9780140449303,History
9780140449303,Ficción
9780140449303,Italian literature
9780140449303,Middle Ages
9780140449303,Peste bubónica
9780140449303,Narración de cuentos
9780140449303,Historia
9780140449303,Translations from Italian
9780140449303,Illumination of books and manuscripts
9780140449303,Glossaries
9780140449303,Hebrew literature
9780140449303,DIllustrations
9780140449303,Illustration of books
9780140449303,Italian Short stories
9780140449303,Language
9780140449303,Translations into English
9780140449303,Translations
9780140449303,Translations into Hebrew
9780140449303,Alegorías
9780140449303,English Short stories
9780140449303,Classic Literature
9780140449303,Literature
9780140449303,"Charts, diagrams"
9780140449303,Physiology
9780140449303,Human anatomy
9780140449303,Plague -- Europe -- History -- Fiction
9780140449303,Storytelling -- Fiction
9780140449303,Continental european fiction (fictional works by one author)
9780140449303,"Fiction, historical"
9780140449303,British and irish fiction (fictional works by one author)
9780140449303,"Fiction, erotica, general"
9780140449303,"Fiction, short stories (single author)"
9780140449303,Middle High German
9780140449303,Works in Middle High German
9780140449303,"Fiction, general"
9780140449303,"Boccaccio, giovanni, 1313-1375"
9780140449303,"Italian literature, translations into english"
9780140449303,Allegories
9780140449303,Frame-stories
9780140449303,"Literature, collections"
9780140449303,Canon (Literature)
9780140449303,Art de conter
9780140449303,"Romans, nouvelles"
9780140449303,Peste
9780140449303,Histoire
9780140449303,Moyen Âge
9780140449303,Chefs-d&#x27;&#x27;œuvre (Littérature)
9780140449303,Jaffe Collection
9780140449303,Plague in fiction
9780140449303,Storytelling in fiction
9780140449303,Literature in Spanish
9780140449303,Italian fiction
9780140449303,Plague--history
9780140449303,Plague--europe--history--fiction
9780140449303,Storytelling--fiction
9780140449303,Pq4272.e5 a355 1972
9780140449303,853/.1
9780140449303,1762
9780140449303,Literatura Italiana (Historia E Critica)
9780140449303,Translations into Japanese
9780140449303,Italitan literature
9780140449303,Medieval Illumination of books and manuscripts
9780140449303,French Manuscripts
